epoch,loss,lr,val_loss
0,0.0524810254573822,0.001,0.02487516961991787
1,0.00110534206032753,0.001,0.001887716120108962
2,0.0008282891940325499,0.001,0.0008798354538157582
3,0.0006723044207319617,0.001,0.0006434590904973447
4,0.0005763837252743542,0.001,0.0005526960012502968
5,0.0005141854053363204,0.001,0.00046589382691308856
6,0.000454942521173507,0.001,0.00044238712871447206
7,0.00038364334614016116,0.001,0.00034038914600387216
8,0.00034137931652367115,0.001,0.00049499177839607
9,0.00031685191788710654,0.001,0.00027489764033816755
10,0.00029254096443764865,0.001,0.00026685427292250097
11,0.00027791212778538465,0.001,0.0003173105069436133
12,0.00026186768081970513,0.001,0.00027116245473735034
13,0.0002424427802907303,0.001,0.00027588981902226806
14,0.00021968876535538584,0.001,0.0002451775362715125
15,0.00019216829969082028,0.001,0.00024892447981983423
16,0.0001731576630845666,0.001,0.0003537776065059006
17,0.00015588098904117942,0.001,0.0002825468545779586
18,0.00013852343545295298,0.001,0.00018905298202298582
19,0.00012434442760422826,0.001,0.00019366257765796036
20,0.0001121312816394493,0.001,0.00020236833370290697
21,0.00010889039549510926,0.001,0.00019913187134079635
22,9.631433204049245e-05,0.001,0.0001976396597456187
23,8.969228656496853e-05,0.001,0.00019190105376765132
24,7.833812560420483e-05,0.0005,0.0001335733977612108
25,7.983208342920989e-05,0.0005,0.00018837556126527488
26,7.318223651964217e-05,0.0005,0.00016780006990302354
27,7.249200280057266e-05,0.0005,0.00016168360889423639
28,7.103093230398372e-05,0.0005,0.0001695560204098001
29,7.08030493115075e-05,0.0005,0.00014457125507760793
30,6.782117998227477e-05,0.0005,0.00013193274207878858
31,6.711404421366751e-05,0.0005,0.00015741308743599802
32,6.602457142435014e-05,0.0005,0.00015669965068809688
33,6.120898615336046e-05,0.0005,0.00014561683929059654
34,6.247699639061466e-05,0.0005,0.00014917478256393224
35,6.204079545568675e-05,0.0005,0.00016165903070941567
36,5.8054854889633134e-05,0.00025,0.00011261001782258973
37,5.769077324657701e-05,0.00025,0.00013477896573022008
38,5.847077409271151e-05,0.00025,0.00013699053670279682
39,5.549102934310213e-05,0.00025,0.0001343470357824117
40,5.5960081226658076e-05,0.00025,0.00014801682846155018
41,5.568978303926997e-05,0.00025,0.0001427061652066186
42,5.593448076979257e-05,0.00025,0.0001312502135988325
43,5.420347224571742e-05,0.000125,0.0001247185282409191
44,5.378212881623767e-05,0.000125,0.0001402159541612491
45,5.2000992582179606e-05,0.000125,0.00013068258704151958
46,5.2623054216383025e-05,0.000125,0.00015718220674898475
